,Type,s_word,s_word_rate,word,year
243,Yearly_Comparision,neighborhoods,0.9955976009368896,sightseeing,2004.0
244,Yearly_Comparision,golf,0.9953165054321289,sightseeing,2004.0
245,Yearly_Comparision,lower,0.9952644109725952,sightseeing,2004.0
246,Yearly_Comparision,circus,0.9952431917190552,sightseeing,2004.0
247,Yearly_Comparision,zero,0.9949003458023071,sightseeing,2004.0
248,Yearly_Comparision,50,0.994899570941925,sightseeing,2004.0
249,Yearly_Comparision,corn,0.9948139190673828,sightseeing,2004.0
250,Yearly_Comparision,mid,0.9938310980796814,sightseeing,2005.0
251,Yearly_Comparision,lane,0.9918113946914673,sightseeing,2005.0
252,Yearly_Comparision,half,0.9918032884597778,sightseeing,2005.0
253,Yearly_Comparision,upper,0.991790771484375,sightseeing,2005.0
254,Yearly_Comparision,accross,0.9908797144889832,sightseeing,2005.0
255,Yearly_Comparision,south,0.9908685684204102,sightseeing,2005.0
256,Yearly_Comparision,queens,0.9907456636428833,sightseeing,2005.0
257,Yearly_Comparision,west,0.9903560876846313,sightseeing,2005.0
258,Yearly_Comparision,massage,0.9895954728126526,sightseeing,2005.0
259,Yearly_Comparision,foot,0.9895759224891663,sightseeing,2005.0
260,Yearly_Comparision,7,0.9929213523864746,sightseeing,2006.0
261,Yearly_Comparision,25,0.9918708205223083,sightseeing,2006.0
262,Yearly_Comparision,8,0.9907673597335815,sightseeing,2006.0
263,Yearly_Comparision,sept,0.9906646609306335,sightseeing,2006.0
264,Yearly_Comparision,45,0.9903628826141357,sightseeing,2006.0
265,Yearly_Comparision,21,0.9896090626716614,sightseeing,2006.0
266,Yearly_Comparision,magnificent,0.989495038986206,sightseeing,2006.0
267,Yearly_Comparision,11,0.989359974861145,sightseeing,2006.0
268,Yearly_Comparision,31,0.9878140687942505,sightseeing,2006.0
269,Yearly_Comparision,flights,0.9867755174636841,sightseeing,2006.0
270,Yearly_Comparision,travelling,0.9932547211647034,sightseeing,2007.0
271,Yearly_Comparision,driving,0.9921555519104004,sightseeing,2007.0
272,Yearly_Comparision,9,0.991607666015625,sightseeing,2007.0
273,Yearly_Comparision,14,0.9904000163078308,sightseeing,2007.0
274,Yearly_Comparision,tourists,0.990270733833313,sightseeing,2007.0
275,Yearly_Comparision,flamingo,0.9893072843551636,sightseeing,2007.0
276,Yearly_Comparision,china,0.9885678887367249,sightseeing,2007.0
277,Yearly_Comparision,emirates,0.9870983362197876,sightseeing,2007.0
278,Yearly_Comparision,theatre,0.9870389699935913,sightseeing,2007.0
279,Yearly_Comparision,spring,0.9869840145111084,sightseeing,2007.0
280,Yearly_Comparision,stop,0.9897352457046509,sightseeing,2008.0
281,Yearly_Comparision,jubilee,0.987571120262146,sightseeing,2008.0
282,Yearly_Comparision,sf,0.9869068264961243,sightseeing,2008.0
283,Yearly_Comparision,town,0.9866582155227661,sightseeing,2008.0
284,Yearly_Comparision,coming,0.986335813999176,sightseeing,2008.0
285,Yearly_Comparision,heathrow,0.9848370552062988,sightseeing,2008.0
286,Yearly_Comparision,rush,0.9846370220184326,sightseeing,2008.0
287,Yearly_Comparision,home,0.9843906760215759,sightseeing,2008.0
